stock_id,avg_mid_price,total_return,realized_volatility,avg_spread,avg_bid_size1,avg_ask_size1,order_imbalance,vwap
13,1.0000102946035905,0.0013198603999191594,0.0002715777954558721,0.0003174309942285639,680.0682243074053,682.8737456552487,0.0012603277558208485,1.000032940420929
10,1.0000879306391652,-0.0014115530977926172,0.00027706506758120756,0.0003492737042230158,318.0191081137475,320.15001642170364,-0.008870934879329783,1.000077586640569
38,1.0000218306438193,-0.00092977309901765,0.00037002715111739604,0.0008975039704153933,103.12963171151618,108.27492351131605,-0.020380214039256977,1.0000223322694377
39,0.9999474738175019,0.00030551557314795197,0.00020734725576519126,0.0003100860369423042,141.64901553698854,147.45573421272917,-0.01623964660243826,0.9999911657751509
11,0.9999463280850716,0.0010745751349383603,0.0003922781231354986,0.0008727741927269881,177.0253787993612,174.92388753364403,-0.006085195643920906,0.9999744951591312
29,1.0000151656493463,-0.0014338255164451086,0.0001530534140790767,6.715490328682754e-05,644.7713654249646,686.3217461086443,-0.022077843092127524,1.0000396409691659
15,1.0000165605325113,0.0013154222505424862,0.00027057767410496194,0.0005691227848923329,156.99868216484876,150.503169414962,0.010805115193206741,1.0000262203186188
14,0.9999695723507935,0.0011680600409940123,0.00023810346556548577,0.0001925097730595943,248.26258942688335,233.6630858664511,0.015359909837369068,0.999960306768079
28,0.9999907009597198,-0.0039025865785083935,0.0002717666559317116,0.0004317706708921137,212.95926618601348,211.7135462528611,0.0004902953164866344,1.0000015273349339
16,1.0000938412630116,-0.0018515045632883087,0.00046376745548026995,0.0010352858218966963,121.33060133660466,120.37352217569159,0.013368406169088787,1.0000995540495596
17,0.9999166805398529,-0.0010737648758002427,0.00030209248516764473,0.0006154991086123137,101.83852960146504,106.53225928901558,-0.014957888443127716,0.9998318802359056
124,0.9999675562800514,-0.0029734814398886256,0.00031509427300177356,0.00020558657367860362,690.5586875165773,741.4914150969166,-0.011941611140439358,1.0001560222453678
118,0.9998848235135774,-0.0017372777120434613,0.00036976850771026486,0.000940354599698388,112.30446126232815,106.41279906740928,0.008701416096633127,0.9998719805683964
70,1.0001267473341966,-0.00020281246272868536,0.0003115189253477585,0.00048148387180787627,277.858818201069,265.403829154537,0.010599601961883177,1.0001525310008592
8,1.000053317040772,0.000616895315962207,0.00037171112638239293,0.0006385125019050872,177.76318412632142,180.2615480668992,-0.01069067159221829,1.0000819227739874
64,1.0000537636638813,-0.0003775144776800854,0.0001922937096920307,0.00026789363566713374,180.19382752005072,183.5528310750229,0.001999825495585159,1.0000633502991214
58,0.9999129996345605,-0.0004673398590819833,0.00034792863594161594,0.0007881140249848513,156.5078248846716,165.6708220537555,-0.02181169950822792,0.9998945219526328
59,1.000014196114397,-0.00011108854486285846,0.0002821843548664126,0.0006271817244201228,124.25687328847863,119.58271446534037,0.012064919697895513,1.0000253303043298
9,0.9999445400733715,-0.0070220785914111294,0.0004930009879972478,0.0012861515819692052,132.38398312756166,144.21403081965013,-0.043249364038548344,1.0000129990584052
119,0.999958069006051,0.0007769500000001095,0.0002856521141170303,0.00026011282495401965,649.8008971126795,659.1716291594091,-0.003673579453220041,0.9999708543084612
125,1.0000365476559696,0.0012447168023068667,0.0002013242828999585,0.0002323033873324928,662.6063611426009,625.3014206372035,0.012171285431207367,1.000036617620868
