time_idx,stock_idx,prediction,actual,error_pct,fi_RV Lag 1,fi_RV Lag 2,fi_RV Lag 3,fi_Neighbor Mean RV,fi_Bid-Ask Spread,fi_Order Imbalance,fi_Price Volatility,fi_Order Flow,nbr1_stock,nbr1_weight,nbr2_stock,nbr2_weight,nbr3_stock,nbr3_weight
0,0,0.0016334623796865344,0.004063776228576899,-59.80432268391511,0.5066646337509155,0.5258936285972595,0.47528719902038574,0.4365823268890381,0.5074094533920288,0.5545984506607056,0.5114489197731018,0.4464741349220276,Stock 27,0.251858115196228,Stock 55,0.16468289494514465,Stock 46,0.33420243859291077
0,1,-0.01862185448408127,0.005315924528986216,-450.3032140983496,0.5649515986442566,0.5792184472084045,0.5264772772789001,0.4488639235496521,0.5190531015396118,0.6156004071235657,0.5464884638786316,0.46740201115608215,Stock 41,0.16901488602161407,Stock 79,0.14537693560123444,Stock 45,0.3340078294277191
0,2,0.00850101187825203,0.0010802869219332933,686.921669202338,0.39506903290748596,0.4622230529785156,0.39403411746025085,0.4726286232471466,0.46307888627052307,0.49646416306495667,0.46084222197532654,0.4389747083187103,Stock 51,0.3333597183227539,Stock 38,0.19936619699001312,Stock 72,0.16481299698352814
0,3,-0.008738932199776173,0.006362457759678364,-237.3515161885797,0.47735217213630676,0.46641552448272705,0.41120100021362305,0.41600820422172546,0.4776545763015747,0.5755699872970581,0.511825680732727,0.4352324604988098,Stock 66,0.33593764901161194,Stock 76,0.20145361125469208,Stock 93,0.12504155933856964
0,4,-0.00710696866735816,0.0044696154072880745,-259.00626831940986,0.5373600721359253,0.5242416858673096,0.5047997832298279,0.4204319417476654,0.5013151168823242,0.5646399259567261,0.5098779201507568,0.42478927969932556,Stock 81,0.25198036432266235,Stock 5,0.16792982816696167,Stock 32,0.2515362501144409
0,5,-0.00545690068975091,0.0032622693106532097,-267.27315160434335,0.3555545210838318,0.3745664656162262,0.2527306377887726,0.4391799867153168,0.403604656457901,0.6067324280738831,0.5057986378669739,0.468989759683609,Stock 81,0.24907249212265015,Stock 4,0.24863365292549133,Stock 32,0.2486335039138794
0,6,-0.0028921759221702814,0.007860153913497925,-136.795410802372,0.5080496072769165,0.5157743692398071,0.4351952075958252,0.3993579149246216,0.5049980878829956,0.5246598124504089,0.5066803097724915,0.45556584000587463,Stock 24,0.24967420101165771,Stock 43,0.25088754296302795,Stock 19,0.14271368086338043
0,7,0.007439571898430586,0.0020820891950279474,257.3128334845773,0.4507119655609131,0.4648118317127228,0.40242651104927063,0.42187950015068054,0.49192187190055847,0.5327537059783936,0.49784377217292786,0.43793198466300964,Stock 39,0.19923153519630432,Stock 19,0.1422695815563202,Stock 27,0.25013670325279236
0,8,-0.0272330604493618,0.005072207190096378,-636.9074927091915,0.5213267207145691,0.4891463816165924,0.45443257689476013,0.3793599009513855,0.5439931154251099,0.5479803681373596,0.5301579236984253,0.4283943474292755,Stock 11,0.25167933106422424,Stock 74,0.20127883553504944,Stock 69,0.25167933106422424
0,9,-0.014312542043626308,0.0033897741232067347,-522.2270134650332,0.5000936388969421,0.4920992851257324,0.4552563428878784,0.4086989462375641,0.49058854579925537,0.530778169631958,0.4931110441684723,0.4236212968826294,Stock 93,0.12385623157024384,Stock 76,0.19954393804073334,Stock 55,0.16429319977760315
